Icon	Name	Ore Synthesizer 1	Workshop Restoration 1	Guild Enhancement: Critical Harvesting	Cloth Synthesizer 1	Leather Synthesizer 1	Lumber Synthesizer 1	Guild Enhancement: Critical Crafting	Synthesis Output 1	Guild Enhancement: Map Bonus	Ore Synthesizer 2	Cloth Synthesizer 2	Leather Synthesizer 2	Lumber Synthesizer 2	Plant Synthesizers 1	Synthesis Output 2	Ore Synthesizer 3	Workshop Restoration 2	Cloth Synthesizer 3	Leather Synthesizer 3	Lumber Synthesizer 3	Ore Synthesizer 4	Plant Synthesizers 2	Cloth Synthesizer 4	Leather Synthesizer 4	Lumber Synthesizer 4	Synthesis Output 3	Ore Synthesizer 5	Cloth Synthesizer 5	Leather Synthesizer 5	Lumber Synthesizer 5	Plant Synthesizers 3	Ore Synthesizer 6	Synthesis Output 4	Arena Restoration 1	Mission Slot: PvP	Guild Enhancement: PvP Reward Boost	Arena Restoration 2	Brawling Obstacles: Walls	Brawling Obstacle: Weakness Turrets	Brawling Obstacle: Strike Turrets	Arena Brawling: Green Team	Brawling Obstacle: Team-Color Torches	Brawling Obstacle: Vortex Traps	Brawling Obstacle: Fear Turrets	Arena Ring-Out Barrier	Brawling Obstacle: Knockback Turrets	Brawling Obstacle: Fan Traps	Arena Brawling: Free-for-All Fighters	Brawling Obstacle: Purple Torches	Brawling Obstacle: Chill Turrets	Brawling Obstacle: Poison Turrets	Brawling Obstacle: Flame Turrets	Brawling Obstacle: Cripple Turrets	Brawling Obstacle: Heal Turrets	Arena Brawling: Invulnerable Fighters	Brawling Obstacle: White Torches	Brawling Obstacle: Lava Floors	Market Restoration 1	Mission Slot: PvE	Guild Hall Decorations Merchant 1	Guild Trader 1	Guild Armorer 1	Guild Weaponsmith 1	Guild Enhancement: Magic Find	Guild Trader 2	Guild Miniature Merchant 1	Guild Treasure Trove	Guild Hall Decorations Merchant 2	Market Restoration 2	Guild Hall Monument Decorations	Guild Trader 3	Guild Miniature Merchant 2	Guild Armorer 2	Guild Trader 4	Deep Cave	Schematic: Vault Transport	Guild Hall Decorations Merchant 3	Guild Miniature Merchant 3	Guild Trader 5	Guild Weaponsmith 2	Aetherium Capacity 1	Mine Excavation 1	Mining Rate 1	Aetherium Capacity 2	Mining Rate 2	Aetherium Capacity 3	Mine Excavation 2	Mining Rate 3	Aetherium Capacity 4	Mining Rate 4	Aetherium Capacity 5	Mine Excavation 3	Mining Rate 5	Aetherium Capacity 6	Mining Rate 6	Guild Enhancement: Experience	Guild Enhancement: Karma	Tavern Restoration 1	Scribing: Guild Gathering Bonus Banner	Scribing: Guild Karma Banner	Scribing: Guild Experience Banner	Guild Hall Music: City Themes	Guild Hall Music: Super Adventure Box	Guild Hall Swiftness +11%	Scribing: Guild Magic Find Banner	Guild Waypoint 5% Discount	Scribing: Guild Road Marker	Scribing: Guild Gold from Kills Banner	Guild Anthems	Super Guild Anthem	Tavern Restoration 2	Guild Hall Swiftness +22%	Scribing: Guild Banquet	Scribing: Guild Karma and Experience Banner	Guild Waypoint 10% Discount	Scribing: Guild Gold and Magic Find Banner	Scribing: Guild Gathering and Swiftness Banner	Scribing: Guild World Events	Guild Hall Swiftness +33%	Scribing: Guild Heroes Banner	Guild Waypoint 15% Discount	Mission Slot: WvW	War Room Restoration 1	Scribing: Minor Supply Drop	Scribing: Sabotage Depot	WvW Guild Claiming: Camps	Objective Aura 1: Supply Capacity	Guild Enhancement: World Reward Tracks	Scribing: Chilling Fog	Scribing: Armored Dolyaks	Objective Aura 2: WvW Experience	Scribing: Guild Arrow Cart	WvW Guild Claiming: Towers	Scribing: Invincible Dolyak	Scribing: Hardened Gates	Scribing: Guild Ballista	Guild Enhancement: World Experience	Scribing: Speedy Dolyaks	Scribing: Iron Guards	Objective Aura 3: Movement Speed	Scribing: Turtle Banner	Scribing: Guild Catapult	Scribing: Assault Roller	War Room Restoration 2	Objective Aura 4: Power	Scribing: Hardened Siege	WvW Guild Claiming: Keeps	Scribing: Centaur Banner	Scribing: Packed Dolyaks	Objective Aura 5: Precision	Scribing: Guild Flame Ram	Scribing: Dragon Banner	Scribing: Invulnerable Fortifications	Objective Aura 6: Toughness	Scribing: Guild Trebuchet	Scribing: Emergency Waypoint	WvW Guild Claiming: Stonemist Castle	Scribing: Turret Gates	Objective Aura 7: Vitality	Scribing: Guild Siege Golem	Scribing: Watchtower	Scribing: Presence of the Keep	Objective Aura 8: Magic Find	Scribing: Guild Shield Generator	Scribing: Cloaking Waters	Scribing: Airship Defense
=IMAGE("https://wiki.guildwars2.com/images/thumb/1/11/Watchwork_Sprocket.png/40px-Watchwork_Sprocket.png")	Watchwork Sprocket		=IF(E1=TRUE;200;)															=IF(T1=TRUE;500;)																													=IF(AW1=TRUE;200;)																				=IF(BQ1=TRUE;50;)						=IF(BW1=TRUE;50;)						=IF(CC1=TRUE;50;)																																															=IF(DX1=TRUE;75;)																					=IF(ES1=TRUE;75;)																				
=IMAGE("https://wiki.guildwars2.com/images/thumb/4/45/Mithril_Ingot.png/40px-Mithril_Ingot.png")	Mithril Ingot		=IF(E1=TRUE;200;)															=IF(T1=TRUE;500;)																	=IF(AK1=TRUE;300;)			=IF(AN1=TRUE;500;)	=IF(AO1=TRUE;300;)	=IF(AP1=TRUE;300;)	=IF(AQ1=TRUE;300;)			=IF(AT1=TRUE;300;)	=IF(AU1=TRUE;300;)	=IF(AV1=TRUE;200;)	=IF(AW1=TRUE;300;)	=IF(AX1=TRUE;300;)			=IF(BA1=TRUE;300;)	=IF(BB1=TRUE;300;)	=IF(BC1=TRUE;300;)	=IF(BD1=TRUE;300;)	=IF(BE1=TRUE;300;)			=IF(BH1=TRUE;300;)																								=IF(CF1=TRUE;150;)	=IF(CG1=TRUE;200;)	=IF(CH1=TRUE;300;)	=IF(CI1=TRUE;400;)	=IF(CJ1=TRUE;400;)	=IF(CK1=TRUE;450;)	=IF(CL1=TRUE;1000;)	=IF(CM1=TRUE;450;)	=IF(CN1=TRUE;500;)	=IF(CO1=TRUE;500;)	=IF(CP1=TRUE;600;)	=IF(CQ1=TRUE;1500;)	=IF(CR1=TRUE;600;)	=IF(CS1=TRUE;1000;)	=IF(CT1=TRUE;800;)			=IF(CW1=TRUE;250;)	=IF(CX1=TRUE;100;)	=IF(CY1=TRUE;50;)	=IF(CZ1=TRUE;100;)				=IF(DD1=TRUE;50;)		=IF(DF1=TRUE;50;)	=IF(DG1=TRUE;50;)			=IF(DJ1=TRUE;1000;)			=IF(DM1=TRUE;100;)		=IF(DO1=TRUE;50;)	=IF(DP1=TRUE;50;)			=IF(DS1=TRUE;100;)			=IF(DV1=TRUE;500;)	=IF(DW1=TRUE;100;)	=IF(DX1=TRUE;100;)	=IF(DY1=TRUE;250;)			=IF(EB1=TRUE;100;)	=IF(EC1=TRUE;100;)		=IF(EE1=TRUE;100;)	=IF(EF1=TRUE;250;)	=IF(EG1=TRUE;100;)	=IF(EH1=TRUE;100;)	=IF(EI1=TRUE;100;)		=IF(EK1=TRUE;100;)	=IF(EL1=TRUE;100;)		=IF(EN1=TRUE;100;)	=IF(EO1=TRUE;100;)	=IF(EP1=TRUE;100;)	=IF(EQ1=TRUE;1000;)		=IF(ES1=TRUE;100;)	=IF(ET1=TRUE;250;)	=IF(EU1=TRUE;100;)	=IF(EV1=TRUE;100;)		=IF(EX1=TRUE;100;)	=IF(EY1=TRUE;100;)	=IF(EZ1=TRUE;50;)		=IF(FB1=TRUE;100;)	=IF(FC1=TRUE;100;)	=IF(FD1=TRUE;200;)	=IF(FE1=TRUE;100;)		=IF(FG1=TRUE;100;)	=IF(FH1=TRUE;100;)	=IF(FI1=TRUE;100;)		=IF(FK1=TRUE;100;)	=IF(FL1=TRUE;100;)	=IF(FM1=TRUE;100;)
=IMAGE("https://wiki.guildwars2.com/images/thumb/a/a5/Tar_Removal_Tool.png/40px-Tar_Removal_Tool.png")	Tar Removal Tool		=IF(E1=TRUE;50;)															=IF(T1=TRUE;400;)																																			=IF(BC1=TRUE;300;)								=IF(BK1=TRUE;100;)								=IF(BS1=TRUE;200;)									=IF(CB1=TRUE;300;)										=IF(CL1=TRUE;50;)					=IF(CQ1=TRUE;100;)																																																																										
=IMAGE("https://wiki.guildwars2.com/images/thumb/5/56/Bottle_of_Airship_Oil.png/40px-Bottle_of_Airship_Oil.png")	Bottle of Airship Oil		=IF(E1=TRUE;20;)						=IF(K1=TRUE;50;)							=IF(R1=TRUE;75;)		=IF(T1=TRUE;50;)									=IF(AC1=TRUE;100;)							=IF(AJ1=TRUE;150;)																																	=IF(BQ1=TRUE;10;)						=IF(BW1=TRUE;10;)						=IF(CC1=TRUE;20;)																																																																																								
=IMAGE("https://wiki.guildwars2.com/images/thumb/5/53/Thermocatalytic_Reagent.png/40px-Thermocatalytic_Reagent.png")	Thermocatalytic Reagent		=IF(E1=TRUE;200;)															=IF(T1=TRUE;1000;)																																																																		=IF(CH1=TRUE;350;)		=IF(CJ1=TRUE;350;)			=IF(CM1=TRUE;350;)		=IF(CO1=TRUE;500;)			=IF(CR1=TRUE;500;)		=IF(CT1=TRUE;500;)																																																																							
=IMAGE("https://wiki.guildwars2.com/images/thumb/b/be/Orichalcum_Ingot.png/40px-Orichalcum_Ingot.png")	Orichalcum Ingot		=IF(E1=TRUE;50;)															=IF(T1=TRUE;400;)																																									=IF(BI1=TRUE;100;)			=IF(BL1=TRUE;50;)	=IF(BM1=TRUE;150;)	=IF(BN1=TRUE;150;)		=IF(BP1=TRUE;100;)	=IF(BQ1=TRUE;80;)			=IF(BT1=TRUE;200;)		=IF(BV1=TRUE;150;)	=IF(BW1=TRUE;125;)	=IF(BX1=TRUE;200;)	=IF(BY1=TRUE;250;)				=IF(CC1=TRUE;180;)	=IF(CD1=TRUE;300;)	=IF(CE1=TRUE;200;)																																																																																						
=IMAGE("https://wiki.guildwars2.com/images/thumb/a/a2/Elonian_Leather_Square.png/40px-Elonian_Leather_Square.png")	Elonian Leather Square		=IF(E1=TRUE;5;)															=IF(T1=TRUE;50;)																																																																																																																																																					
=IMAGE("https://wiki.guildwars2.com/images/thumb/8/83/Quartz_Crystal.png/40px-Quartz_Crystal.png")	Quartz Crystal		=IF(E1=TRUE;50;)					=IF(J1=TRUE;100;)		=IF(L1=TRUE;100;)								=IF(T1=TRUE;400;)																																																																																																																																																					
=IMAGE("https://wiki.guildwars2.com/images/thumb/c/c3/Carrot.png/40px-Carrot.png")	Carrot			=IF(F1=TRUE;1000;)											=IF(Q1=TRUE;1000;)																																																																																																																																																								
=IMAGE("https://wiki.guildwars2.com/images/thumb/c/c2/Potato.png/40px-Potato.png")	Potato			=IF(F1=TRUE;1000;)																																																																																																																																																																			
=IMAGE("https://wiki.guildwars2.com/images/thumb/7/72/Foxfire_Cluster.png/40px-Foxfire_Cluster.png")	Foxfire Cluster			=IF(F1=TRUE;15;)																																																																																																																																																																			
=IMAGE("https://wiki.guildwars2.com/images/thumb/e/ec/Mystic_Crystal.png/40px-Mystic_Crystal.png")	Mystic Crystal			=IF(F1=TRUE;10;)				=IF(J1=TRUE;20;)		=IF(L1=TRUE;20;)																											=IF(AM1=TRUE;10;)		=IF(AO1=TRUE;20;)	=IF(AP1=TRUE;20;)	=IF(AQ1=TRUE;20;)		=IF(AS1=TRUE;20;)	=IF(AT1=TRUE;20;)	=IF(AU1=TRUE;20;)		=IF(AW1=TRUE;20;)	=IF(AX1=TRUE;20;)		=IF(AZ1=TRUE;20;)	=IF(BA1=TRUE;20;)	=IF(BB1=TRUE;20;)	=IF(BC1=TRUE;20;)	=IF(BD1=TRUE;20;)	=IF(BE1=TRUE;20;)		=IF(BG1=TRUE;20;)	=IF(BH1=TRUE;20;)	=IF(BI1=TRUE;20;)						=IF(BO1=TRUE;20;)					=IF(BT1=TRUE;40;)																											=IF(CU1=TRUE;10;)	=IF(CV1=TRUE;10;)		=IF(CX1=TRUE;20;)	=IF(CY1=TRUE;20;)	=IF(CZ1=TRUE;20;)				=IF(DD1=TRUE;20;)		=IF(DF1=TRUE;20;)	=IF(DG1=TRUE;20;)					=IF(DL1=TRUE;10;)	=IF(DM1=TRUE;20;)		=IF(DO1=TRUE;20;)	=IF(DP1=TRUE;20;)							=IF(DW1=TRUE;20;)	=IF(DX1=TRUE;20;)			=IF(EA1=TRUE;10;)	=IF(EB1=TRUE;20;)	=IF(EC1=TRUE;20;)				=IF(EG1=TRUE;20;)	=IF(EH1=TRUE;20;)		=IF(EJ1=TRUE;20;)	=IF(EK1=TRUE;20;)	=IF(EL1=TRUE;20;)		=IF(EN1=TRUE;20;)		=IF(EP1=TRUE;20;)			=IF(ES1=TRUE;20;)		=IF(EU1=TRUE;20;)	=IF(EV1=TRUE;20;)			=IF(EY1=TRUE;20;)	=IF(EZ1=TRUE;20;)			=IF(FC1=TRUE;20;)		=IF(FE1=TRUE;20;)			=IF(FH1=TRUE;20;)	=IF(FI1=TRUE;20;)			=IF(FL1=TRUE;20;)	=IF(FM1=TRUE;20;)
=IMAGE("https://wiki.guildwars2.com/images/thumb/c/cb/Glass_Mug.png/40px-Glass_Mug.png")	Glass Mug			=IF(F1=TRUE;10;)				=IF(J1=TRUE;20;)		=IF(L1=TRUE;20;)																											=IF(AM1=TRUE;15;)																												=IF(BO1=TRUE;20;)																																=IF(CU1=TRUE;10;)	=IF(CV1=TRUE;20;)	=IF(CW1=TRUE;50;)													=IF(DJ1=TRUE;300;)																	=IF(EA1=TRUE;15;)									=IF(EJ1=TRUE;20;)																													
=IMAGE("https://wiki.guildwars2.com/images/thumb/9/90/Empty_Keg.png/40px-Empty_Keg.png")	Empty Keg			=IF(F1=TRUE;10;)				=IF(J1=TRUE;10;)		=IF(L1=TRUE;10;)																											=IF(AM1=TRUE;10;)																												=IF(BO1=TRUE;10;)																																=IF(CU1=TRUE;10;)	=IF(CV1=TRUE;10;)	=IF(CW1=TRUE;10;)													=IF(DJ1=TRUE;200;)																	=IF(EA1=TRUE;10;)									=IF(EJ1=TRUE;10;)																													
=IMAGE("https://wiki.guildwars2.com/images/thumb/9/9a/Potent_Venom_Sac.png/40px-Potent_Venom_Sac.png")	Potent Venom Sac			=IF(F1=TRUE;100;)				=IF(J1=TRUE;100;)																												=IF(AL1=TRUE;50;)																=IF(BB1=TRUE;500;)																																																																																																																			
=IMAGE("https://wiki.guildwars2.com/images/thumb/2/2d/Bolt_of_Jute.png/40px-Bolt_of_Jute.png")	Bolt of Jute				=IF(G1=TRUE;250;)																																																																																																																																																																		
=IMAGE("https://wiki.guildwars2.com/images/thumb/c/c9/Bolt_of_Wool.png/40px-Bolt_of_Wool.png")	Bolt of Wool				=IF(G1=TRUE;250;)																																																																																																																																																																		
=IMAGE("https://wiki.guildwars2.com/images/thumb/3/35/Pile_of_Incandescent_Dust.png/40px-Pile_of_Incandescent_Dust.png")	Pile of Incandescent Dust				=IF(G1=TRUE;200;)	=IF(H1=TRUE;200;)	=IF(I1=TRUE;200;)					=IF(N1=TRUE;200;)	=IF(O1=TRUE;200;)	=IF(P1=TRUE;200;)	=IF(Q1=TRUE;200;)				=IF(U1=TRUE;200;)	=IF(V1=TRUE;200;)	=IF(W1=TRUE;200;)		=IF(Y1=TRUE;500;)	=IF(Z1=TRUE;200;)	=IF(AA1=TRUE;200;)	=IF(AB1=TRUE;200;)			=IF(AE1=TRUE;200;)	=IF(AF1=TRUE;200;)	=IF(AG1=TRUE;200;)	=IF(AH1=TRUE;200;)											=IF(AS1=TRUE;100;)					=IF(AX1=TRUE;500;)	=IF(AY1=TRUE;500;)											=IF(BJ1=TRUE;50;)					=IF(BO1=TRUE;50;)												=IF(CA1=TRUE;300;)																				=IF(CU1=TRUE;50;)						=IF(DA1=TRUE;200;)																							=IF(DX1=TRUE;200;)									=IF(EG1=TRUE;100;)				=IF(EK1=TRUE;50;)	=IF(EL1=TRUE;50;)	=IF(EM1=TRUE;400;)	=IF(EN1=TRUE;100;)		=IF(EP1=TRUE;100;)			=IF(ES1=TRUE;100;)						=IF(EY1=TRUE;100;)				=IF(FC1=TRUE;100;)						=IF(FI1=TRUE;200;)				
=IMAGE("https://wiki.guildwars2.com/images/thumb/f/f5/Stretched_Rawhide_Leather_Square.png/40px-Stretched_Rawhide_Leather_Square.png")	Stretched Rawhide Leather Square					=IF(H1=TRUE;250;)																																																																																																																																																																	
=IMAGE("https://wiki.guildwars2.com/images/thumb/2/2d/Cured_Thin_Leather_Square.png/40px-Cured_Thin_Leather_Square.png")	Cured Thin Leather Square					=IF(H1=TRUE;250;)																																																																																																																																																																	
=IMAGE("https://wiki.guildwars2.com/images/thumb/1/11/Green_Wood_Plank.png/40px-Green_Wood_Plank.png")	Green Wood Plank						=IF(I1=TRUE;250;)																																			=IF(AR1=TRUE;500;)																																																																																																																													
=IMAGE("https://wiki.guildwars2.com/images/thumb/b/bf/Soft_Wood_Plank.png/40px-Soft_Wood_Plank.png")	Soft Wood Plank						=IF(I1=TRUE;250;)																																																																																																																																																																
=IMAGE("https://wiki.guildwars2.com/images/thumb/c/ca/Large_Claw.png/40px-Large_Claw.png")	Large Claw							=IF(J1=TRUE;300;)																																														=IF(BD1=TRUE;500;)																																												=IF(CV1=TRUE;50;)																									=IF(DU1=TRUE;50;)									=IF(ED1=TRUE;400;)					=IF(EI1=TRUE;100;)	=IF(EJ1=TRUE;50;)																													
=IMAGE("https://wiki.guildwars2.com/images/thumb/3/3e/Pile_of_Auric_Dust.png/40px-Pile_of_Auric_Dust.png")	Pile of Auric Dust								=IF(K1=TRUE;50;)							=IF(R1=TRUE;75;)											=IF(AC1=TRUE;100;)							=IF(AJ1=TRUE;150;)																									=IF(BI1=TRUE;30;)											=IF(BT1=TRUE;60;)																																																																																																	
=IMAGE("https://wiki.guildwars2.com/images/thumb/f/fe/Ley_Line_Spark.png/40px-Ley_Line_Spark.png")	Ley Line Spark								=IF(K1=TRUE;50;)							=IF(R1=TRUE;75;)											=IF(AC1=TRUE;100;)							=IF(AJ1=TRUE;150;)	=IF(AK1=TRUE;30;)			=IF(AN1=TRUE;50;)																																																																																																																																	
